"pert_iname"	"pert_type"
"valsartan"	"trt_cp"
"vandetanib"	"trt_cp"
"vanoxerine"	"trt_cp"
"vardenafil"	"trt_cp"
"varenicline"	"trt_cp"
"varespladib"	"trt_cp"
"VE-821"	"trt_cp"
"VE-822"	"trt_cp"
"veliparib"	"trt_cp"
"veliparib"	"trt_cp"
"vemurafenib"	"trt_cp"
"venetoclax"	"trt_cp"
"venlafaxine"	"trt_cp"
"verapamil"	"trt_cp"
"vernakalant"	"trt_cp"
"verteporfin"	"trt_cp"
"VGX-1027"	"trt_cp"
"vicriviroc"	"trt_cp"
"vidarabine"	"trt_cp"
"vilazodone"	"trt_cp"
"vinburnine"	"trt_cp"
"vincamine"	"trt_cp"
"vinpocetine"	"trt_cp"
"vismodegib"	"trt_cp"
"voglibose"	"trt_cp"
"volasertib"	"trt_cp"
"voreloxin"	"trt_cp"
"voriconazole"	"trt_cp"
"vorinostat"	"trt_cp"
"vortioxetine"	"trt_cp"
"voxtalisib"	"trt_cp"
"VP-20629"	"trt_cp"
"VT-464"	"trt_cp"
"VTP-27999"	"trt_cp"
"VX-222"	"trt_cp"
"VX-661"	"trt_cp"
"VX-745"	"trt_cp"
"VX-765"	"trt_cp"
"warfarin"	"trt_cp"
"WAY-362450"	"trt_cp"
"WH-4-025"	"trt_cp"
"withaferin-a"	"trt_cp"
"WYE-125132"	"trt_cp"
"WZ-3105"	"trt_cp"
"WZ-4-145"	"trt_cp"
"WZ-4002"	"trt_cp"
"WZ-7043"	"trt_cp"
"xaliproden"	"trt_cp"
"XBD-173"	"trt_cp"
"XL-147"	"trt_cp"
"XL-888"	"trt_cp"
"XMD-1150"	"trt_cp"
"XMD-1499"	"trt_cp"
"XMD-16144"	"trt_cp"
"XMD-885"	"trt_cp"
"XMD-892"	"trt_cp"
"XMD11-85H"	"trt_cp"
"Y-26763"	"trt_cp"
"Y-27152"	"trt_cp"
"Y-27632"	"trt_cp"
"Y-39983"	"trt_cp"
"YM-155"	"trt_cp"
"YM-201636"	"trt_cp"
"YM-976"	"trt_cp"
"yohimbine"	"trt_cp"
"Z160"	"trt_cp"
"zafirlukast"	"trt_cp"
"zalcitabine"	"trt_cp"
"zaldaride"	"trt_cp"
"zaleplon"	"trt_cp"
"zaprinast"	"trt_cp"
"zardaverine"	"trt_cp"
"ZD-7114"	"trt_cp"
"ZD-7288"	"trt_cp"
"zidovudine"	"trt_cp"
"zileuton"	"trt_cp"
"ziprasidone"	"trt_cp"
"ZK-200775"	"trt_cp"
"ZK-811752"	"trt_cp"
"ZK-93423"	"trt_cp"
"ZK-93426"	"trt_cp"
"ZM-447439"	"trt_cp"
"zofenopril-calcium"	"trt_cp"
"zolpidem"	"trt_cp"
"zonisamide"	"trt_cp"
"zosuquidar"	"trt_cp"
"ZSTK-474"	"trt_cp"
"okadaic acid"	"trt_cp"
"gsk126"	"trt_cp"
"zebularine"	"trt_cp"
"sch 900776"	"trt_cp"
"cpi-169"	"trt_cp"
"compound e"	"trt_cp"
"epz004777"	"trt_cp"
"epz-5676"	"trt_cp"
"calpain inhibitor ii"	"trt_cp"
"bms-906024"	"trt_cp"
"vu0155056"	"trt_cp"
"semagacestat"	"trt_cp"
"bafilomycin a1"	"trt_cp"
"unc-0646"	"trt_cp"
"1271738-62-5"	"trt_cp"
"ginkgetin"	"trt_cp"
"smer-3"	"trt_cp"
"AKT2"	"trt_xpr"
"CAMK1"	"trt_xpr"
"KRAS"	"trt_xpr"
"CRKL"	"trt_xpr"
"IGF2BP2"	"trt_xpr"
"CRKL"	"trt_xpr"
"PPP2R2C"	"trt_xpr"
"BRAF"	"trt_xpr"
"PFDN2"	"trt_xpr"
"DIDO1"	"trt_xpr"
"KRAS"	"trt_xpr"
"ERG"	"trt_xpr"
"RPS6"	"trt_xpr"
"AURKB"	"trt_xpr"
"AKT1"	"trt_xpr"
"MTOR"	"trt_xpr"
"CXCR4"	"trt_xpr"
"MTOR"	"trt_xpr"
"CHMP2A"	"trt_xpr"
"IGF2BP2"	"trt_xpr"
"CXCR4"	"trt_xpr"
"TGFBR1"	"trt_xpr"
"MTTP"	"trt_xpr"
"TP53"	"trt_xpr"
"MAPKAPK2"	"trt_xpr"
"FN1"	"trt_xpr"
"TGFBR2"	"trt_xpr"
"TLK2"	"trt_xpr"
"AXL"	"trt_xpr"
"HDAC3"	"trt_xpr"
"MAPKAPK2"	"trt_xpr"
"FN1"	"trt_xpr"
"SMAD2"	"trt_xpr"
"CIC"	"trt_xpr"
"AXL"	"trt_xpr"
"HDAC1"	"trt_xpr"
"CDH1"	"trt_xpr"
"JUN"	"trt_xpr"
"ERBB3"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"CXCR4"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"EXO1"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"CHMP2A"	"trt_xpr"
"RPS6"	"trt_xpr"
"EXO1"	"trt_xpr"
"KRAS"	"trt_xpr"
"AKT2"	"trt_xpr"
"SMAD4"	"trt_xpr"
"EXO1"	"trt_xpr"
"EXO1"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"CRKL"	"trt_xpr"
"PTP4A1"	"trt_xpr"
"ERG"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"MYC"	"trt_xpr"
"AXL"	"trt_xpr"
"TLK2"	"trt_xpr"
"KEAP1"	"trt_xpr"
"BCL2L1"	"trt_xpr"
"CTSK"	"trt_xpr"
"TGFBR1"	"trt_xpr"
"MYC"	"trt_xpr"
"SMAD3"	"trt_xpr"
"TINF2"	"trt_xpr"
"ZEB1"	"trt_xpr"
"HDAC3"	"trt_xpr"
"KRT19"	"trt_xpr"
"MYC"	"trt_xpr"
"MTTP"	"trt_xpr"
"HDAC3"	"trt_xpr"
"ACLY"	"trt_xpr"
"AXL"	"trt_xpr"
"HDAC2"	"trt_xpr"
"ITGA11"	"trt_xpr"
"HDAC1"	"trt_xpr"
"CTSK"	"trt_xpr"
"CXCR4"	"trt_xpr"
"MTOR"	"trt_xpr"
"DIDO1"	"trt_xpr"
"RPS6"	"trt_xpr"
"CHMP2A"	"trt_xpr"
"KRAS"	"trt_xpr"
"ERBB3"	"trt_xpr"
"PLXNA1"	"trt_xpr"
"PLXNA1"	"trt_xpr"
"CAMK1"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"AURKB"	"trt_xpr"
"KIT"	"trt_xpr"
"BRAF"	"trt_xpr"
"KIT"	"trt_xpr"
"AURKB"	"trt_xpr"
"MTOR"	"trt_xpr"
"BRAF"	"trt_xpr"
"MAST4"	"trt_xpr"
"CRKL"	"trt_xpr"
"PLXNA1"	"trt_xpr"
"AKT1"	"trt_xpr"
"PLXNA1"	"trt_xpr"
"HDAC1"	"trt_xpr"
"BCL2L1"	"trt_xpr"
"KEAP1"	"trt_xpr"
"CDH1"	"trt_xpr"
"AXL"	"trt_xpr"
"FN1"	"trt_xpr"
"ZEB1"	"trt_xpr"
"HDAC3"	"trt_xpr"
"SMAD3"	"trt_xpr"
"TGFBR1"	"trt_xpr"
"SMAD3"	"trt_xpr"
"TINF2"	"trt_xpr"
"CTSK"	"trt_xpr"
"NF1"	"trt_xpr"
"JUN"	"trt_xpr"
"BCL2L1"	"trt_xpr"
"TLK2"	"trt_xpr"
"ACLY"	"trt_xpr"
"TLK2"	"trt_xpr"
"MTTP"	"trt_xpr"
"HDAC1"	"trt_xpr"
"CTSK"	"trt_xpr"
"PFDN2"	"trt_xpr"
"AKT1"	"trt_xpr"
"AURKB"	"trt_xpr"
"MAST4"	"trt_xpr"
"PLXNA1"	"trt_xpr"
"CRKL"	"trt_xpr"
"DIDO1"	"trt_xpr"
"PTP4A1"	"trt_xpr"
"IGF2BP2"	"trt_xpr"
"SMAD4"	"trt_xpr"
"CXCR4"	"trt_xpr"
"PPP2R2C"	"trt_xpr"
"BRAF"	"trt_xpr"
"PLXNA1"	"trt_xpr"
"AURKB"	"trt_xpr"
"RPS6"	"trt_xpr"
"AKT2"	"trt_xpr"
"SMAD4"	"trt_xpr"
"EGFR"	"trt_xpr"
"MAST4"	"trt_xpr"
"MYC"	"trt_xpr"
"SMAD2"	"trt_xpr"
"NF1"	"trt_xpr"
"JUN"	"trt_xpr"
"HDAC1"	"trt_xpr"
"KEAP1"	"trt_xpr"
"TGFBR1"	"trt_xpr"
"SMAD2"	"trt_xpr"
"TINF2"	"trt_xpr"
"FASN"	"trt_xpr"
"INSM2"	"trt_xpr"
"MAPKAPK2"	"trt_xpr"
"HDAC2"	"trt_xpr"
"TGFBR2"	"trt_xpr"
"CDH1"	"trt_xpr"
"SMAD2"	"trt_xpr"
"CIC"	"trt_xpr"
"SMAD2"	"trt_xpr"
"CIC"	"trt_xpr"
"KRT19"	"trt_xpr"
"HDAC2"	"trt_xpr"
"ITGA11"	"trt_xpr"
"SMAD4"	"trt_xpr"
"KRT19"	"trt_xpr"
"AKT2"	"trt_xpr"
"SMAD4"	"trt_xpr"
"CAMK1"	"trt_xpr"
"PPP2R2C"	"trt_xpr"
"CHMP2A"	"trt_xpr"
"KRAS"	"trt_xpr"
"CXCR4"	"trt_xpr"
"PFDN2"	"trt_xpr"
"ERBB3"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"CHMP2A"	"trt_xpr"
"PFDN2"	"trt_xpr"
"DIDO1"	"trt_xpr"
"MTOR"	"trt_xpr"
"AKT2"	"trt_xpr"
"MAST4"	"trt_xpr"
"IGF2BP2"	"trt_xpr"
"EGFR"	"trt_xpr"
"RPS6"	"trt_xpr"
"ERBB3"	"trt_xpr"
"PTP4A1"	"trt_xpr"
"AKT2"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"BCL2L1"	"trt_xpr"
"TGFBR2"	"trt_xpr"
"NF1"	"trt_xpr"
"ZEB1"	"trt_xpr"
"CIC"	"trt_xpr"
"ACLY"	"trt_xpr"
"MYC"	"trt_xpr"
"KEAP1"	"trt_xpr"
"ITGA11"	"trt_xpr"
"TINF2"	"trt_xpr"
"FASN"	"trt_xpr"
"CDH1"	"trt_xpr"
"TP53"	"trt_xpr"
"JUN"	"trt_xpr"
"FN1"	"trt_xpr"
"ITGA11"	"trt_xpr"
"INSM2"	"trt_xpr"
"ZEB1"	"trt_xpr"
"TGFBR1"	"trt_xpr"
"DIDO1"	"trt_xpr"
"KIT"	"trt_xpr"
"AKT1"	"trt_xpr"
"PPP2R2C"	"trt_xpr"
"AKT1"	"trt_xpr"
"PTP4A1"	"trt_xpr"
"ERBB3"	"trt_xpr"
"CRKL"	"trt_xpr"
"DIDO1"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"EGFR"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"KIT"	"trt_xpr"
"CHMP2A"	"trt_xpr"
"IGF2BP2"	"trt_xpr"
"KIT"	"trt_xpr"
"ERBB3"	"trt_xpr"
"PTP4A1"	"trt_xpr"
"CAMK1"	"trt_xpr"
"PPP2R2C"	"trt_xpr"
"TINF2"	"trt_xpr"
"KRT19"	"trt_xpr"
"NF1"	"trt_xpr"
"CTSK"	"trt_xpr"
"HDAC3"	"trt_xpr"
"CTSK"	"trt_xpr"
"HDAC2"	"trt_xpr"
"MTTP"	"trt_xpr"
"CIC"	"trt_xpr"
"JUN"	"trt_xpr"
"FN1"	"trt_xpr"
"TINF2"	"trt_xpr"
"JUN"	"trt_xpr"
"HDAC2"	"trt_xpr"
"KRT19"	"trt_xpr"
"CDH1"	"trt_xpr"
"SMAD3"	"trt_xpr"
"TLK2"	"trt_xpr"
"MAPKAPK2"	"trt_xpr"
"TLK2"	"trt_xpr"
"SMAD3"	"trt_xpr"
"TGFBR1"	"trt_xpr"
"INSM2"	"trt_xpr"
"IGF2BP2"	"trt_xpr"
"PPP2R2C"	"trt_xpr"
"EGFR"	"trt_xpr"
"KIT"	"trt_xpr"
"EGFR"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"ERG"	"trt_xpr"
"MAST4"	"trt_xpr"
"CRKL"	"trt_xpr"
"RPS6"	"trt_xpr"
"CAMK1"	"trt_xpr"
"MTOR"	"trt_xpr"
"MTOR"	"trt_xpr"
"EXO1"	"trt_xpr"
"PFDN2"	"trt_xpr"
"BRAF"	"trt_xpr"
"RPS6"	"trt_xpr"
"ERG"	"trt_xpr"
"PLXNA1"	"trt_xpr"
"CXCR4"	"trt_xpr"
"AKT1"	"trt_xpr"
"SMAD4"	"trt_xpr"
"TP53"	"trt_xpr"
"ZEB1"	"trt_xpr"
"CIC"	"trt_xpr"
"ITGA11"	"trt_xpr"
"MYC"	"trt_xpr"
"MTTP"	"trt_xpr"
"MYC"	"trt_xpr"
"MAPKAPK2"	"trt_xpr"
"TP53"	"trt_xpr"
"SMAD2"	"trt_xpr"
"HDAC1"	"trt_xpr"
"ACLY"	"trt_xpr"
"TINF2"	"trt_xpr"
"INSM2"	"trt_xpr"
"HDAC2"	"trt_xpr"
"MAPKAPK2"	"trt_xpr"
"TLK2"	"trt_xpr"
"ACLY"	"trt_xpr"
"TP53"	"trt_xpr"
"KRT19"	"trt_xpr"
"NF1"	"trt_xpr"
"KEAP1"	"trt_xpr"
"NF1"	"trt_xpr"
"FASN"	"trt_xpr"
"ERG"	"trt_xpr"
"PTP4A1"	"trt_xpr"
"ERBB3"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"EGFR"	"trt_xpr"
"MAST4"	"trt_xpr"
"EXO1"	"trt_xpr"
"KRAS"	"trt_xpr"
"AKT2"	"trt_xpr"
"KRAS"	"trt_xpr"
"ERG"	"trt_xpr"
"PPP2R2C"	"trt_xpr"
"ERG"	"trt_xpr"
"IGF2BP2"	"trt_xpr"
"DIDO1"	"trt_xpr"
"PFDN2"	"trt_xpr"
"CHMP2A"	"trt_xpr"
"PIK3CA"	"trt_xpr"
"CAMK1"	"trt_xpr"
"KIT"	"trt_xpr"
"MAST4"	"trt_xpr"
"BRAF"	"trt_xpr"
"PFDN2"	"trt_xpr"
"MTTP"	"trt_xpr"
"AXL"	"trt_xpr"
"INSM2"	"trt_xpr"
"TGFBR2"	"trt_xpr"
"KEAP1"	"trt_xpr"
"FASN"	"trt_xpr"
"CIC"	"trt_xpr"
"FASN"	"trt_xpr"
"SMAD3"	"trt_xpr"
"TP53"	"trt_xpr"
"ITGA11"	"trt_xpr"
"FN1"	"trt_xpr"
"ACLY"	"trt_xpr"
"TP53"	"trt_xpr"
"CDH1"	"trt_xpr"
"FASN"	"trt_xpr"
"BCL2L1"	"trt_xpr"
"TGFBR2"	"trt_xpr"
"AURKB"	"trt_xpr"
"EGFR"	"trt_xpr"
"TGFBR2"	"trt_xpr"
"INSM2"	"trt_xpr"
"AKT1"	"trt_xpr"
"SMAD4"	"trt_xpr"
"EXO1"	"trt_xpr"
"ZEB1"	"trt_xpr"
"BCL2L1"	"trt_xpr"
"BRAF"	"trt_xpr"
"AURKB"	"trt_xpr"
"HDAC3"	"trt_xpr"
